type	corpus	en_source	ko_reference	ko_target	annotation	accuracy	fluency	style	total
Validation	GlobalVoices	Painting technology-related activities as a US conspiracy 	기술과 관련된 활동은 다 미국의 음모? 	기술 지향적인 노력을 미국 정부의 음모로 묘사	"Accuracy: 지향적인 노력을(mistranslation/major)
Fluency: -
Style: -"	10.0	0.0	0.0	10.0
Validation	GlobalVoices	"""The perpetrators showed no signs of remorse at all. ""I don't want to experience this ever again,"" decided the girl. "	"당시 가해자의 반성이 전혀 없었기에, ""두 번 다시는 치한을 만나고 싶지 않아! "	가해자들은 조금도 후회하는 기색이 없었다. &quot;다시는 이런 일을 겪고 싶지 않습니다.&quot; 젊은 아가씨가 결론지었습니다.	"Accuracy: -
Fluency: &quot; &quot;(encoding/major)
Style: -"	0.0	10.0	0.0	10.0
Validation	GlobalVoices	This is the oldest academic procedure for methodological and epsitemiological validation. 	이것은 방법론적, 인식론적 타당성 확보를 위한 가장 오래된 학문적 과정이기도 하다. 	이 방법은 방법론과 인식론의 검증을 위해 활용된 가장 오래된 학문적 관행입니다.	"Accuracy: 방법론과 인식론의(mistranslation/major), 관행입니다(mistranslation/major)
Fluency: 관행입니다.(unnaturalness/minor)
Style: -"	15.0	1.0	0.0	16.0
Validation	GlobalVoices	“The court's decision contains no ambiguity,” the court answered in July. 	"""법원의 이번 결정에는 모호한 점이 하나도 없다""고 아스트라한 지방법원은 지난 7월 답변했다. "	지난 7월 법원은 판결이 모호하지 않다고 답했다.	"Accuracy: -
Fluency: 판결이 모호하지 않다고(unnaturalness/minor)
Style: -"	0.0	3.0	0.0	3.0
Validation	GlobalVoices	So I had to bend my neck and hold both the arms of the robot in the darkish room. 	"어쩔 수 없이 고개를 숙이곤 어둑한 공간에서 로봇의 팔을 부여잡고서 ""OK! "	어두컴컴한 방에서 나는 목을 비틀고 로봇의 부속지를 움켜쥐고 있었다.	"Accuracy: had to(omission/major), 비틀고(mistranslation/major), 부속지를(mistranslation/major)
Fluency: 로봇의 부속지를(unnaturalness/minor)
Style: -"	20.0	2.0	0.0	22.0
Validation	GlobalVoices	Let's take a look at how netizens discuss Biden's noodle meal at Sina Weibo. @artjiejie talks about the incident in a sarcastic tone: 	런민 웨이보에 올라온 중국 누리꾼들의 반응을 살펴 보도록 하자. 이용자 @artjiejie 의 비꼼이 가득찬 글이다. 	네티즌들이 Sina Weibo에서 Biden의 국수 요리에 대해 대화하는 방식을 살펴 보겠습니다. @artjiejie는 발생을 논의하는 동안 가성 톤을 사용합니다.	"Accuracy: Sina Weibo에서 Biden(untranslated text/major), 대화하는 방식을(mistranslation/minor), 발생을(mistranslation/major), 가성 톤을(mistranslation/major)
Fluency: Sina Weibo에서 Biden(untranslated text/major), 대화하는 방식을(unnaturalness/minor), 발생을 논의하는 동안(unnaturalness/minor)
Style: -"	40.0	20.0	0.0	60.0
Validation	GlobalVoices	Timed with the start of President Park Geun-hye's second year in office, about 40 thousand South Koreans (police estimate 15 thousand) held protests across the country. 	박근혜 대통령의 임기 두번째 해가 시작하는 시기에 맞추어 약 4만명(경찰추산 1만 5천명)의 한국 시민들이 전국적으로 시위를 벌였다. 	박근혜 대통령 집권 2년차가 시작되면서 전국적으로 약 4만명(경찰 추산 1만5000명)의 국민이 집회를 가졌다.	"Accuracy: 시작되면서(mistranslation/major), 국민이(mistranslation/minor)
Fluency: 시작되면서(unnaturalness/minor)
Style: -"	6.0	1.0	0.0	7.0
Validation	GlobalVoices	Notorious right wing extremists who go by their nickname 'Gas Tank Grandpas' have continued to obstruct protests held by South Koreans living in the United States against the snowballing election manipulation allegations. 	'가스통 할베들'로 불리는 악명높은 극우주의자들이, 미국에 거주하고 있는 한인들이 눈덩이처럼 커지고 있는 선거 조작 혐의에 대해 벌이고 있는 시위를 계속적으로 방해해왔다. 	악명 높은 극우 극우 단체 &#39;가스탱크 할배&#39;가 선거 조작 의혹이 커지자 미국 내 재미교포 시위를 계속 방해하고 있다.	"Accuracy: 극우(mistranslation/major)
Fluency: 극우 극우 단체(unnaturalness/minor), &#39; &#39;(encoding/major)
Style: -"	5.0	13.0	0.0	18.0
Validation	GlobalVoices	For instance, the data-localization law demands that Internet companies make serious investments inside Russia, renting servers and ideally establishing legal representation. 	예를 들어, 데이터 현지화 법은 인터넷 기업이 러시아 내에서 서버를 임대하고 법인을 설립하는 등의 광범위한 투자를 해야 한다고 못 박고 있다. 	예를 들어, 데이터 현지화에 관한 법률은 인터넷 기업이 서버 임대 및 이상적으로는 공인 대리인 설정과 같이 러시아 내에서 상당한 투자를 하도록 요구합니다.	"Accuracy: -
Fluency: 이상적으로는 공인 대리인 설정과 같이(unnaturalness/minor)
Style: -"	0.0	5.0	0.0	5.0
Validation	GlobalVoices	Asif Anwar thinks that roadside trees blocking the visibility of the vehicles in curvy roads may be a cause of the increasing number of accidents in Bangladesh. 	아시프 안와르(Asif Anwar)는 구불거리는 도로에서 차들의 시야를 가리는 가로수들이 증가하는 방글라데시의 사고 수의 원인일지 모른다고 생각한다 	아시프 안와르(Asif Anwar)의 의견에 따르면 방글라데시에서 사고가 증가하는 이유는 구불구불한 도로를 통과할 때 차량의 시야를 방해하는 가로수로 인한 장애물 때문일 수 있습니다.	"Accuracy: 가로수로 인한 장애물(mistranslation/major), (Asif Anwar)(untranslated text/minor)
Fluency: 가로수로 인한 장애물(unnaturalness/minor), (Asif Anwar)(untranslated text/minor)
Style: 의견에 따르면...때문일 수 있습니다.(structure/major), 방글라데시에서 사고가 증가하는 이유는(structure/major)"	17.0	5.0	10.0	32.0
Validation	GlobalVoices	The situation has improved considerably over the last decade, but a lot of pieces still need to be put in place before travel becomes a seamless experience. 	지난 10 년간 상황이 상당히 개선됐지만 여행이 원활한 경험이 될때까지 그 공백엔 아직도 많은 준비가 필요하다. 	지난 10년 동안 상당한 개선이 있었지만 완전히 순조로운 여행 경험을 만들기 위해서는 여전히 해결해야 할 측면이 많습니다.	"Accuracy: The situation(omission/minor)
Fluency: 완전히 순조로운 여행 경험을 만들기 위해서는(unnaturalness/minor)
Style: -"	2.0	6.0	0.0	8.0
Validation	GlobalVoices	Generally, incidents of groping by 'chikan' are prosecuted by police under Section 176 of the penal code as “forcible indecency” (強制わいせつ). 	대개 치한은 「강제추행」으로서, 형법176조에 의거하여 처벌 받는다. 	일반적으로 &#39;치한&#39;에 의한 성희롱 사례는 형법 176조를 &#39;강압적 음란&#39;(強制わいせつ)의 범죄로 사용하여 법 집행관에 의해 기소됩니다.	"Accuracy: 치한(mistranslation/major), 성희롱(mistranslation/major), 사례는(mistranslation/major), 법 집행관에(mistranslation/major)
Fluency: &#39;(encoding/major), &#39;(encoding/major), &#39;(encoding/major), &#39;(encoding/major), 형법 176조를 &#39;강압적 음란&#39;(強制わいせつ)의 범죄로 사용하여(unnaturalness/minor)
Style: -"	25.0	26.0	0.0	51.0
Validation	GlobalVoices	Of these, almost half are girls. 	이 중 반은 여자 아이들입니다. 	그 중 거의 50%가 여성이다.	"Accuracy: 여성이다.(mistranslation/minor)
Fluency: -
Style: -"	1.0	0.0	0.0	1.0
Validation	GlobalVoices	Videos of the gunfire rapidly spread online via video sharing service Youtube. 	총성이 담긴 비디오는 비디오 공유 서비스 유튜브를 통해 신속히 퍼졌다. 	총성은 유튜브라는 동영상 공유 플랫폼을 통해 인터넷에 빠르게 퍼졌다.	"Accuracy: Videos of(omission/major) 
Fluency: 인터넷에 빠르게 퍼졌다.(unnaturalness/minor)
Style: 총성은 유튜브라는 동영상 공유 플랫폼을 통해(structure/major)"	10.0	3.0	5.0	18.0
Validation	GlobalVoices	Others are giving protesters tips on how to remain secure online. 	어떤 사람들은 시위대들에게 온라인에서 신원을 노출하지 않고 안전하게 남아있는 방법을 알려주고 있다. 	시위대는 일부로부터 온라인 보안을 유지하는 방법에 대한 지침을 받고 있습니다.	"Accuracy: 일부로부터(mistranslation/minor)
Fluency: 일부로부터(unnaturalness/minor)
Style: 시위대는 일부로부터 온라인 보안을 유지하는 방법에 대한 지침을 받고 있습니다.(structure/major)"	1.0	1.0	5.0	7.0
Validation	GlobalVoices	South Korea: Royal Gate Restoration, Corruption and Suicide · Global Voices 	한국: 숭례문 복원, 부패와 자살 	Global Voices: 한국의 왕궁 복원, 자살 및 부패.	"Accuracy: Global Voices(untranslated text/major), South Korea:(omission/major), 한국의(addition/minor), 왕궁(mistranslation/major)
Fluency: Global Voices(untranslated text/major)
Style: South Korea:(structure/major), Global Voices(structure/major)"	26.0	10.0	10.0	46.0
Validation	GlobalVoices	The government is trying hard, as it has done in the past, to gag the masses. 	정부는 과거에도 그래왔듯 여전히 국민들의 입을 막으려 노력하고 있어요. 	정부는 지금까지 그래왔던 것처럼 대중을 침묵시키기 위해 총력을 기울이고 있다.	"Accuracy: 지금까지(mistranslation/minor)
Fluency: 침묵시키기 위해(unnaturalness/minor)
Style: -"	1.0	2.0	0.0	3.0
Validation	GlobalVoices	Each African government has chosen a system specific to its culture, with varying degrees of success, but all recognize the necessity of protecting at a minimum the most vulnerable populations. 	각각의 아프리카 국가 정부들은 자국에 문화에 맞는 특정한 제도들을 선택해왔고 각기 다른 정도의 성공을 거두었다. 이 모든 국가들은 취약계층을 위한 최소한의 사회적 보호가 필요함을 이해하고 있다. 	모든 아프리카 국가는 그들의 문화와 일치하는 독특한 접근 방식을 선택했으며 성취 정도는 다양하지만, 그럼에도 불구하고 그들 모두는 가장 취약한 인구를 보호하는 것의 중요성을 인정합니다.	"Accuracy: at a minimum(omission/major)
Fluency: 성취 정도는 다양하지만(unnaturalness/minor), 가장 취약한 인구를 보호하는 것의 중요성을 인정합니다.(unnaturalness/minor)
Style: -"	15.0	10.0	0.0	25.0
Validation	GlobalVoices	The future doesn’t look terribly bright for Grani.ru, either. 	ru에게 미래가 그리 밝지만은 않은 것 같다. 	Grani.ru의 미래 전망도 유망해 보이지 않습니다.	"Accuracy: 전망도(addition/minor), 유망해(mistranslation/minor)
Fluency: 미래 전망도(unnaturalness/minor)
Style: -"	2.0	2.0	0.0	4.0
Validation	GlobalVoices	Griffiths highlights the fact that there are two main types of the syndrome: 	그리피스 교수에 따르면, 이 증후군이 크게 두 가지로 나뉜다고 한다. 	증후군의 두 가지 주요 형태 사이의 구별은 Griffiths에 의해 강조됩니다.	"Accuracy: 형태(mistranslation/major), 사이의 구별은(mistranslation/major), Griffiths에 의해 강조됩니다.(mistranslation/major)
Fluency: 증후군의 두 가지 주요 형태 사이의 구별은 의해 강조됩니다.(unnaturalness/minor), Griffiths(untranslated text/major)
Style: 증후군의 두 가지 주요 형태 사이의 구별(structure/major), Griffiths에 의해 강조됩니다.(structure/major)"	30.0	14.0	10.0	54.0
Validation	GlobalVoices	The company was bought for an estimated $50 million USD in 2004 by the US billionaires Stewart and Lynda Resnick. 	2004년에 ‘피지 워터’는 미국의 억만장자인 스튜어트 레스닉과 린다 레스닉 부부에게 약 5천만 달러에 매수되었다. 	부유한 미국인인 스튜어트(Stewart)와 린다 레스닉(Lynda Resnick)은 2004년에 대략 미화 5천만 달러에 회사를 인수했습니다.	"Accuracy: (Stewart)(untranslated text/minor), (Lynda Resnick)(untranslated text/minor), 부유한(mistranslation/major)
Fluency: (Stewart)(untranslated text/minor), (Lynda Resnick)(untranslated text/minor), 부유한 미국인인(unnaturalness/minor)
Style: 부유한 미국인인 스튜어트(Stewart)와 린다 레스닉(Lynda Resnick)은 ...회사를 인수했습니다.(structure/major)"	8.0	5.0	5.0	18.0
Validation	GlobalVoices	An anonymous blogger in China who ignited the country's curiosity with intimate details of incoming Chinese President Xi Jingping's comings and goings has revealed himself to be a college dropout unaffiliated with the communist party. 	시진핑 중국 공산당 총서기의 동정 등을 옆에서 지켜보듯 세세히 전하며 인민들의 호기심에 불을 당긴 한 익명의 블로거가 자신은 공산당 소속이 아닌 대학 중퇴생이라고 밝혔다. 	이전에 신원을 알 수 없었던 한 중국인 블로거는 차기 중국 주석 시진핑에 대한 개인 정보를 공유했으며 이제 그가 공산당과 관련이 없으며 대학을 중퇴했다고 밝혔습니다. 이는 중국인들의 관심을 불러일으켰다.	"Accuracy: 개인 정보를(mistranslation/minor)
Fluency: 이는 중국인들의 관심을 불러일으켰다.(unnaturalness/minor)
Style: 이는 중국인들의 관심을 불러일으켰다.(structure/major), 불러일으켰다.(formality/major)"	2.0	4.0	10.0	16.0
Validation	GlobalVoices	All sorts of people then chime in and help me separate fact from fiction, because I have so many people following me on Twitter who are either from the region or are subject-matter experts. 	저에게는 현지사람이든, 관련 전문가 등 많은 팔로워들이 있기때문에 가지각색의 사람들이 참여해서 사실과 허구를 구분하는데 도와주고 있습니다. 	지역 원주민이거나 주제에 대한 광범위한 지식을 보유한 상당한 수의 트위터 팔로워가 있기 때문에 다양한 개인 그룹이 진실과 거짓을 구별하는 데 도움을 줍니다.	"Accuracy: 다양한 개인 그룹이(mistranslation/major), 원주민이거나(mistranslation/minor), 주제에 대한 광범위한 지식을 보유한(mistranslation/minor)
Fluency: 다양한 개인 그룹이(unnaturalness/minor)
Style: -"	21.0	3.0	0.0	24.0
Validation	GlobalVoices	"Illustration shows Uncle Sam offering on one hand a soldier and on the other a ""school teacher"" to a group of reluctant Filipinos, telling them that the choice is theirs. "	삽화에서 엉클 샘(Uncle Sam; 미국 정부를 뜻하며 때때로 흰 수염에 높은 중절모를 쓴 키 큰 남자로 묘사됨. 	그림에서 Uncle Sam은 주저하는 필리핀 사람들에게 군인과 &quot;교사&quot;를 제시하고 그들에게 하나를 선택할 수 있는 옵션을 제공합니다.	"Accuracy: on one hand(omission/major), on the other(omission/major), Uncle Sam(untranslated text/major)
Fluency: &quot;(encoding/major), &quot;(encoding/major), 제시하고 그들에게 하나를 선택할 수 있는 옵션을 제공합니다.(unnaturalness/minor), Uncle Sam(untranslated text/major)
Style: 그림에서 Uncle Sam은...옵션을 제공합니다.(structure/major)"	40.0	28.0	5.0	73.0
Validation	GlobalVoices	RuNet Echo has reported extensively on some of the new laws regulating online business and communications that have already come into force or will do so in the nearest future. 	루넷 에코는 온라인 사업과 통신을 규정하는 몇몇 새로운 법안을 광범위하게 보도했다. 우리가 다룬 법안은 이미 효력이 있거나, 앞으로 이른 시일 내에 효력이 생길 법안들이다. 	RuNet Echo는 디지털 상거래 및 커뮤니케이션을 규제하는 최근에 시행되었거나 예정된 여러 규정에 대한 광범위한 범위를 제공했습니다.	"Accuracy: 커뮤니케이션을(mistranslation/minor), in the nearest future.(omission/major), 광범위한 범위를 제공했습니다.(mistranslation/major), RuNet Echo(untranslated text/major)
Fluency: 최근에 시행되었거나 예정된 여러 규정에 대한 광범위한 범위를(unnaturalness/minor), RuNet Echo(untranslated text/major)
Style: -"	46.0	18.0	0.0	64.0
Validation	GlobalVoices	In an interview with BBC, an unnamed Facebook spokesperson said that the law “would have the effect of transferring responsibility for complex legal decisions from public authorities to private companies.” 	"BBC와의 인터뷰에서, 이름이 밝혀지지 않은 페이스북 대변인은 이 법이 ""복잡한 법적인 결정에 대한 책임소재를 정부당국에서 사업자로 옮긴 것과 같은 효과를 낼 것"" 이라고 말했다. "	신원을 밝히지 않은 페이스북 대변인은 BBC와의 인터뷰에서 이 법령이 &quot;궁극적으로 정부 기관이 아닌 민간 기관이 복잡한 법적 판결의 부담을 지게 할 것&quot;이라고 말했다.	"Accuracy: 궁극적으로(addition/minor), 기관이(mistranslation/major), 판결의 부담을(mistranslation/major)
Fluency: &quot; &quot;(encoding/major)
Style: -"	16.0	10.0	0.0	26.0
Validation	GlobalVoices	For example, most of the Libyans I'm following on Twitter aren't in Libya, largely because the ones who are in Libya have had their Internet access cut. 	예를들어 제가 팔로잉 하고 있는 대부분의 리비아 트위터러들은 실제 리비아에 살고 있지 않습니다. 	현재 리비아에 거주하고 있는 사람들이 인터넷 연결 문제를 겪고 있기 때문에 내가 트위터에서 추적하는 대부분의 리비아인은 리비아 외부에 있습니다.	"Accuracy: For example,(omission/major), 추적하는(mistranslation/major)
Fluency: 내가 트위터에서 추적하는, 리비아 외부에 있습니다.(unnaturalness/minor)
Style: For example,(structure/major) "	15.0	6.0	5.0	26.0
Validation	GlobalVoices	Georgia: Policeman fired after being identified on Facebook · Global Voices 	그루지아: 시민폭행 경찰 페이스북에서 신원 밝혀져 직위해제 	글로벌 보이스(Global Voices)에 따르면 조지아에서 한 경찰관이 페이스북에서 인정받은 후 해고당했습니다.	"Accuracy: (Global Voices)(untranslated text/minor), 인정받은(mistranslation/major)
Fluency: (Global Voices)(untranslated text/minor), 페이스북에서 인정받은 후 해고당했습니다.(unnaturalness/minor)
Style: 글로벌 보이스(Global Voices)에 따르면(structure/major), 조지아에서(structure/major)"	7.0	6.0	10.0	23.0
Validation	GlobalVoices	Assistant researcher Heba Shalaby stands by the position of Nile University, and addressed its faculty and students: 	주임연구원인 헤바 살라비 (Heba Shalaby)는 나일대학 지지 입장을 표시하며, 교수와 학생들에게 이렇게 이야기하였다. 	나일 대학교의 교수진과 학생들에게 연설하면서 보조 연구원인 헤바 샬라비(Heba Shalaby)는 해당 기관의 입장에 자신의 동조를 확인했습니다.	"Accuracy: (Heba Shalaby)(untranslated text/minor), 해당 기관의(mistranslation/minor)
Fluency: (Heba Shalaby)(untranslated text/minor), 자신의 동조를 확인했습니다.(unnaturalness/minor)
Style: 나일 대학교의 교수진과 학생들에게 연설하면서(structure/major)"	4.0	5.0	5.0	14.0
Validation	GlobalVoices	It's exceptional that the head of investigations would insert himself into the story like this. 	경찰 부장이 이런 식으로 사건에 끼어드는 것은 이례적이다. 	인콰이어리의 리더가 그 정도로 내러티브에 관여하는 것은 이례적이다.	"Accuracy: 인콰이어리의 리더가(mistranslation/major), 내러티브에(mistranslation/major)
Fluency: 인콰이어리의 리더가 내러티브에(unnaturalness/minor)
Style: -"	15.0	3.0	0.0	18.0
Validation	GlobalVoices	On the blog Guinée Libre (Free Guinea), Thierno, the author, gives a possible explanation for such position by an official of the Presidential Guinean party. 	블로그 기니 리브레 (Free Guinea)에서, 글쓴이 티에르노는 기니 대통령 소속당의 관리가 이런 입장을 취한 것을 설명 가능한 이유를 댄다. 	Guinée Libre(자유 기니를 의미함) 블로그를 운영하는 Thierno는 기니 대통령 당원이 취하는 입장에 대한 잠재적인 정당성을 제공합니다.	"Accuracy: 운영하는(mistranslation/major), 의미함(addition/minor), Thierno(untranslated text/major), 잠재적인 정당성을(mistranslation/major)
Fluency: Thierno(untranslated text/major), 기니 대통령 당원이(unnaturalness/minor), 잠재적인 정당성을 제공합니다.(unnaturalness/minor)
Style: Guinée Libre(자유 기니를 의미함) 블로그를 운영하는 Thierno는(structure/major)"	21.0	11.0	5.0	37.0
Validation	GlobalVoices	And yet, the mysterious Russian hackers Anonymous International have released official documents that they claim expose poor information security practices within the government department. 	하지만 베일에 싸인 러시아 해커 조직인 어나니머스 인터네셔널은 공식 성명에서 러시아 국방부에서 정보보안 취약점을 폭로한 조직은 바로 어나니머스 인터네셔널이라고 밝혔다. 	그럼에도 불구하고 수수께끼의 러시아 해커 그룹인 Anonymous International은 정부 부서 내 정보 보안의 부적절한 조치를 공개하는 것으로 알려진 공식 문서를 공유했습니다.	"Accuracy: 부적절한 조치를(mistranslation/major), 공개하는(mistranslation/minor), 알려진(mistranslation/minor), Anonymous International(untranslated text/major)
Fluency: 수수께끼의 공개하는 것으로 알려진(unnaturalness/minor), Anonymous International(untranslated text/major)
Style: -"	22.0	14.0	0.0	36.0
Validation	GlobalVoices	I am a natural man, a husband, a father, an uncle, a brother, and a friend, temporarily stationed in the USA. 	나는 평범한 사람이에요. 남편이며, 아버지이며, 삼촌, 오빠이자 친구인 사람입니다. 	저는 현재 미국에 거주하고 있는 진정한 개인, 기혼자, 부계, 이모의 배우자, 형제자매, 동지입니다.	"Accuracy: 진정한 개인(mistranslation/major), 기혼자(mistranslation/major), 부계(mistranslation/major), 이모의 배우자(mistranslation/major), 형제자매(mistranslation/major), temporarily(omission/major), 동지(mistranslation/minor)
Fluency: 진정한 개인, 기혼자, 부계, 이모의 배우자, 형제자매, 동지입니다(unnaturalness/minor)
Style: -"	41.0	8.0	0.0	49.0
Validation	GlobalVoices	Netizens have responded to the perceived distortion of history by turning the film's poster featuring Mao into an online meme. 	누리꾼은 마오 전 주석이 나온 이 영화 포스터를 온라인 밈으로 바꿈으로 영화가 저지른 역사 왜곡에 대응했다. 	마오쩌둥이 등장하는 영화 포스터의 역사 왜곡은 네티즌들의 반응을 불러일으켰고, 이를 온라인 밈으로 만들었다.	"Accuracy: perceived(omission/minor), 마오쩌둥이 등장하는 영화 포스터의(shift in meaning/major), by turning(omission/major)
Fluency: 이를 온라인 밈으로 만들었다.(unnaturalness/minor)
Style: 네티즌들의 반응을 불러일으켰고,(structure/major)"	31.0	4.0	5.0	40.0
Validation	GlobalVoices	More than half of them (52%) are under 18. 	이 중 과반수인 52퍼센트가 18살 미만의 아이들이다. 	그룹의 절반 이상(52%)은 18세 미만의 개인으로 구성됩니다.	"Accuracy: 그룹의(mistranslation/minor), 개인으로(mistranslation/minor)
Fluency: 개인으로(unnaturalness/minor)
Style: -"	2.0	1.0	0.0	3.0
Validation	GlobalVoices	This is of course, if whoever is going to seize political power, will be willing to impartially investigate such abuses. 	물론, 그것도 정치 권력을 장악하려는 사람이 공평하게 그러한 폭력을 조사할 의시가 있을 때의 일이다. 	당연히 이것은 거버넌스를 통제하는 개인이 그러한 불의에 대해 편향되지 않은 조사를 수행할 수 있는지 여부에 달려 있습니다.	"Accuracy: 거버넌스를 통제하는 개인이(mistranslation/major), 수 있는지 여부에 달려 있습니다.(mistranslation/major)
Fluency: 거버넌스를 통제하는 개인이(unnaturalness/minor)
Style: -"	40.0	3.0	0.0	43.0
Validation	GlobalVoices	It's been confirmed that head of the (Tokyo Metropolitan Police) bureau of investigations said he 'authorized the investigation be suspended'. 	(도쿄도) 경찰 부장이 스스로 '수사 중단을 허가했다'고 인정했다. 	도쿄 경시청 수사과장이 수사 중단 지시를 내린 사실을 확인했다.	"Accuracy: 수사과장이(mistranslation/minor)
Fluency: -
Style: -"	1.0	0.0	0.0	1.0
Validation	GlobalVoices	Google also provided some charts of top trending items that Russians took an interest in during the past year. 	구글은 지난 1년간 러시아 인터넷에서 가장 유행했던 항목이 뭐였는지도 같이 알려준다. 	작년에 Google은 러시아인의 호기심을 자극한 가장 인기 있는 주제를 표시하는 다양한 그래프를 제공했습니다.	"Accuracy: 작년에(shift in meaning/major), 주제를(mistranslation/minor), 다양한(mistranslation/minor), 그래프를(mistranslation/minor), Google(untranslated text/major)
Fluency: 표시하는(unnaturalness/minor), Google(untranslated text/major)
Style: -"	13.0	6.0	0.0	19.0
Validation	GlobalVoices	Xi Jinping gives a passionate speech during the parade. 	군대 열병식 도중 열정적으로 연설하고 있는 시진핑. 	열병식에서 시진핑이 열띤 연설을 하고 있다.	"Accuracy: -
Fluency: -
Style: -"	0.0	0.0	0.0	0.0
Validation	GlobalVoices	Although Georgian TV had aired footage of a protest from Moscow the same day, there was little to no coverage of the Tbilisi incident. 	조지아 텔레비전은 같은 날 모스크바에서 열린 시위 현장을 보도 했지만 트빌리시 사건을 국민들로부터 숨길 수는 없었다. 	같은 날 모스크바에서 시위를 보여주었음에도 불구하고 그루지야 텔레비전은 트빌리시 사건에 대한 보도를 거의 제공하지 않았습니다.	"Accuracy: 그루지야(mistranslation/major)
Fluency: 시위를 보여주었음에도(unnaturalness/minor), 보도를 거의 제공하지 않았습니다.(unnaturalness/minor)
Style: -"	5.0	6.0	0.0	11.0
Validation	GlobalVoices	Since then, a number of formal gatherings has been held by the network through the support of the International Finance Cooperation of Cambodia. 	이는 캄보디아에서 여성으로서 사업을 하고 인적 네트워킹을 하는 여성들의 경험을 공유하기 위한 것으로서 이후 이 여성 인적 네트워크는 캄보디아 국제금융협력(International Finance Cooperation of Cambodia)의 지원 하에 수많은 공식적 모임을 개최했다. 	그 후 네트워크는 국제 금융 협력의 캄보디아 지부의 후원으로 여러 공식 행사를 진행했습니다.	"Accuracy: -
Fluency: -
Style: 네트워크는 ... 여러 공식 행사를 진행했습니다.(structure/major)"	0.0	0.0	5.0	5.0
Validation	GlobalVoices	The court overruled , however, sentencing that 'one cannot restrict the freedom of speech for merely raising questions/suspicions'. 	그러나 법원은 '단지 질문 또는 의심을 제기 했다고 언론의 자유를 제한할 수 없다'고 소송을 기각했다 . 	그러나 법원은 단순히 우려나 의심을 표명했다는 이유로 언론의 자유를 제한하는 것을 금지하는 선고를 무효로 했다.	"Accuracy: 우려나(mistranslation/major), 금지하는(mistranslation/major)
Fluency: 금지하는 선고를 무효로 했다.(unnaturalness/minor)
Style: -"	10.0	4.0	0.0	14.0
Validation	GlobalVoices	On a recent afternoon, Aziz helped Al Khlifa with shopping for the family’s first Thanksgiving Day meal. 	최근 아지즈는 알 칼리파가 가족과 처음으로 맞게 된 추수감사절 식사 준비를 위해 쇼핑하는 것을 도와주기도 했다. 	Aziz는 Al Khlifa가 최근 오후 첫 추수감사절을 위한 준비물을 구매하는 것을 도왔습니다.	"Accuracy: Aziz는 Al Khlifa(untranslated text/major), 준비물을(mistranslation/minor)
Fluency: Aziz는 Al Khlifa(untranslated text/major), 최근 오후(unnaturalness/minor)
Style: -"	16.0	17.0	0.0	33.0
Validation	GlobalVoices	He was forced to apologize. 	그는 사과하기를 강요 받았다. 	그에게 사과가 부과되었습니다.	"Accuracy: 그에게 사과가 부과되었습니다.(mistranslation/major)
Fluency: 그에게 사과가 부과되었습니다.(unnaturalness/minor)
Style: 그에게 사과가 부과되었습니다.(structure/major)"	15.0	3.0	5.0	23.0
Validation	GlobalVoices	The ruling party also secured 100% of parliamentary seats in the May 2015 elections, leaving Ethiopians suspicious that authorities had interfered with electoral systems. 	에티오피아 집권당은 지난 2015년 5월 선거에서 의석을 100% 차지했는데, 이번 선거 결과는 에티오피아 국민이 당국이 선거 과정에서 개입했을 것이라는 의심을 하게 했다. 	2015년 5월에 치러진 선거에서 집권당이 의회의 모든 의석을 차지하면서 에티오피아 국민들은 당국이 선거 과정을 조작했다고 의심하게 되었습니다.	"Accuracy: also(omission/major), 과정을(mistranslation/minor), 조작했다고(mistranslation/minor)
Fluency: -
Style: -"	7.0	0.0	0.0	7.0
Validation	TEDTalks	And she tried to do it. 	그리고 실제로 그렇게 하려고 한거죠. 	그녀는 그것을 달성하려고 시도했습니다.	"Accuracy: 달성하려고(mistranslation/major)
Fluency: 달성하려고 시도했습니다.(unnaturalness/minor)
Style: -"	5.0	2.0	0.0	7.0
Validation	TEDTalks	Worse, our profession has shrouded law in a cloak of complexity. 	설상가상으로, 변호사들은 법을 복잡하게 만듭니다. 	문제를 더욱 어렵게 만드는 것은 우리 직업이 복잡한 층위로 법률 시스템을 가리고 있다는 것입니다.	"Accuracy: 문제를 더욱 어렵게 만드는 것은(mistranslation/major)
Fluency: 가리고 있다는 것입니다.(unnaturalness/minor)
Style: 복잡한 층위로 법률 시스템을 가리고 있다는(structure/major)"	25.0	3.0	5.0	33.0
